Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions,You have exceeded the maximum number of daily result records for your account. Please add a credit card to continue retrieving results.
"50.450100,30.523399",06/12/2021,53.6,75.2,66.3,55.9,71.51,,12.5,,265.08,,0.16,4.17,,7.0,16.3,1010.7,"Lightning Without Thunder, Thunderstorm, Rain Showers, Sky Coverage Increasing",50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Rain,
"50.450100,30.523399",06/13/2021,55.6,71.6,63.9,54.8,73.48,,15.5,26.8,280.83,,0.14,8.33,,6.9,25.1,1006.8,"Thunderstorm, Rain Showers, Sky Coverage Increasing",50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,"Rain, Partially cloudy",
"50.450100,30.523399",06/14/2021,58.7,77.4,67.5,56.6,69.34,,15.0,31.3,118.08,,0.08,4.17,,6.9,43.9,1012.0,"Lightning Without Thunder, Rain, Rain Showers, Sky Coverage Increasing",50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,"Rain, Partially cloudy",
"50.450100,30.523399",06/15/2021,59.0,82.1,72.4,59.8,66.88,82.9,13.3,,132.21,,0.04,4.17,,7.0,14.7,1013.6,"Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Sky Coverage Increasing",50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Rain,
"50.450100,30.523399",06/16/2021,65.0,79.5,72.5,57.4,60.74,,15.5,26.8,123.79,,0.0,0.0,,7.2,17.9,1013.4,,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Clear,
"50.450100,30.523399",06/17/2021,64.2,82.2,73.8,59.1,60.88,82.7,15.6,,62.13,,0.0,0.0,,7.2,14.1,1018.0,,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Clear,
"50.450100,30.523399",06/18/2021,63.9,82.5,73.8,57.5,57.25,83.0,15.3,17.9,55.21,,0.0,0.0,,7.2,4.8,1020.5,,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Clear,
"50.450100,30.523399",06/19/2021,62.8,84.2,74.6,59.2,59.76,84.3,13.3,,80.08,,0.0,0.0,,7.2,21.4,1019.7,"Lightning Without Thunder, Rain Showers",50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Clear,
"50.450100,30.523399",06/20/2021,69.2,84.4,76.0,58.1,55.42,83.1,18.8,156.6,76.08,,0.0,0.0,,6.9,15.2,1016.4,Rain Showers,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Clear,
"50.450100,30.523399",06/21/2021,67.7,84.4,76.4,61.3,60.11,85.8,8.9,17.9,96.96,,0.0,0.0,,7.2,10.9,1013.0,,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Clear,
"50.450100,30.523399",06/22/2021,66.1,87.9,78.2,61.4,59.73,87.0,13.4,,86.54,,0.0,0.0,,6.8,14.7,1013.7,Fog,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Clear,
"50.450100,30.523399",06/23/2021,65.8,92.0,79.9,62.5,57.33,94.3,13.2,,82.88,,0.0,0.0,,7.2,14.7,1015.3,,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Clear,
"50.450100,30.523399",06/24/2021,67.8,95.0,82.3,63.1,55.49,97.2,11.1,,68.0,,0.0,0.0,,7.1,13.6,1016.6,,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Clear,
"50.450100,30.523399",06/25/2021,66.0,93.3,81.5,61.9,55.97,91.9,6.9,,139.21,,0.0,0.0,,7.0,12.4,1015.0,,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Clear,
"50.450100,30.523399",06/26/2021,68.2,87.8,77.3,62.9,61.87,91.4,15.2,31.3,157.0,,0.02,4.17,,7.2,28.1,1011.7,"Lightning Without Thunder, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Light Rain, Sky Coverage Increasing",50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,"Rain, Partially cloudy",
"50.450100,30.523399",06/27/2021,64.3,80.6,72.8,64.1,75.89,82.7,13.5,,253.79,,0.0,0.0,,6.8,37.0,1010.2,"Lightning Without Thunder, Mist, Rain Showers, Sky Coverage Increasing",50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Partially cloudy,
"50.450100,30.523399",06/28/2021,64.5,78.8,71.5,60.1,68.84,,17.2,26.8,298.75,,0.0,0.0,,7.2,55.8,1012.0,,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Partially cloudy,
"50.450100,30.523399",06/29/2021,60.8,79.0,68.5,59.3,74.09,,15.1,,257.83,,0.0,0.0,,6.3,38.5,1012.8,Mist,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Partially cloudy,
"50.450100,30.523399",06/30/2021,55.2,84.2,71.8,58.3,66.95,84.3,11.1,,193.81,,0.0,0.0,,5.9,,1011.7,,50.4501,30.523399,"50.450100,30.523399","50.450100,30.523399",,Clear,
"50.450100,30.523399",07/01/2021,65.9,84.2,74.8,64.3,71.8,85.6,10.8,,165.23,,0.0,0.0,,6.2,36.4,1009.0,,50.4501,30.523399,"50.450100,30.523399","50.450100,30.523399",,Partially cloudy,
"50.450100,30.523399",07/02/2021,62.5,80.6,72.4,64.1,77.23,81.7,10.7,,255.63,,0.0,0.0,,6.1,55.4,1007.4,,50.4501,30.523399,"50.450100,30.523399","50.450100,30.523399",,Partially cloudy,
"50.450100,30.523399",07/03/2021,66.0,78.3,72.2,64.0,75.99,,8.7,,199.44,,0.0,0.0,,6.2,40.8,1005.5,,50.4501,30.523399,"50.450100,30.523399","50.450100,30.523399",,Partially cloudy,
"50.450100,30.523399",07/04/2021,62.4,83.9,71.9,64.6,79.76,85.4,8.7,,268.26,,0.0,0.0,,6.0,54.8,1006.5,,50.4501,30.523399,"50.450100,30.523399","50.450100,30.523399",,Partially cloudy,
"50.450100,30.523399",07/05/2021,66.2,82.3,74.2,65.7,76.1,84.1,15.5,,47.25,,0.0,0.0,,6.9,24.2,1007.6,Rain Showers,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Clear,
"50.450100,30.523399",07/06/2021,69.3,82.3,74.1,65.2,74.58,85.1,13.0,,55.04,,0.0,0.0,,6.3,41.2,1011.5,,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Partially cloudy,
"50.450100,30.523399",07/07/2021,66.1,82.4,74.8,60.7,63.88,82.4,12.9,,75.1,,0.0,0.0,,6.2,34.4,1018.2,,50.4501,30.523398999999998,"50.450100,30.523399","50.450100,30.523399",,Partially cloudy,
