Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions,You have exceeded the maximum number of daily result records for your account. Please add a credit card to continue retrieving results.
Bratislava,05/27/2021,51.2,61.8,56.3,46.7,70.54,,9.3,20.1,290.54,,0.05,12.5,,21.5,27.7,1017.2,"Rain, Rain Showers, Light Rain, Sky Coverage Increasing",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,"Rain, Partially cloudy",
Bratislava,05/28/2021,47.1,65.5,56.5,43.2,63.43,,9.0,17.9,309.0,43.8,0.02,4.17,,6.2,0.1,1019.7,"Rain, Light Rain",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Rain,
Bratislava,05/29/2021,50.7,64.5,56.9,41.9,58.41,,11.1,22.4,319.67,,0.09,8.33,,6.2,0.1,1020.1,"Rain, Thunderstorm, Rain Showers",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Rain,
Bratislava,05/30/2021,45.6,62.0,53.7,43.4,69.27,,9.0,22.4,313.17,43.4,0.13,12.5,,6.1,0.1,1021.6,"Precipitation In Vicinity, Rain, Rain Showers",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Rain,
Bratislava,05/31/2021,49.4,65.9,57.2,43.1,60.43,,11.2,22.4,299.13,44.9,0.01,4.17,,14.6,16.5,1020.1,"Precipitation In Vicinity, Rain, Rain Showers",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Rain,
Bratislava,06/01/2021,50.0,68.7,59.8,36.9,44.05,,7.2,22.4,215.83,,0.0,0.0,,26.1,12.5,1018.2,Fog,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/02/2021,52.2,73.6,62.8,41.4,46.84,,4.9,,102.71,,0.0,0.0,,21.5,5.3,1019.8,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/03/2021,52.9,77.1,65.2,45.6,50.74,,6.7,,82.29,,0.0,0.0,,18.0,6.0,1023.3,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/04/2021,57.3,79.7,68.5,49.7,52.18,,6.7,,100.04,,0.0,0.0,,14.8,1.6,1023.0,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/05/2021,58.6,82.5,70.8,53.6,56.17,81.9,6.5,,104.04,,0.08,4.17,,13.7,3.4,1018.3,"Lightning Without Thunder, Rain, Light Rain, Sky Coverage Increasing",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Rain,
Bratislava,06/06/2021,62.4,76.2,68.1,59.0,73.54,,11.3,22.4,252.17,,0.4,12.5,,14.4,5.6,1017.4,"Rain, Thunderstorm, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Rain,
Bratislava,06/07/2021,60.1,79.8,70.3,53.0,57.05,,10.6,,223.33,,0.0,0.0,,19.0,3.1,1017.8,"Mist, Fog",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/08/2021,62.2,80.4,71.9,50.1,46.53,80.0,7.0,,209.21,,0.0,0.0,,19.3,13.2,1017.5,Rain Showers,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/09/2021,66.5,81.3,73.5,49.5,43.55,80.1,9.7,24.6,302.67,,0.0,0.0,,20.8,8.2,1017.0,Fog,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/10/2021,62.6,79.5,71.3,47.5,43.72,,10.9,22.4,293.42,,0.0,0.0,,25.8,7.4,1017.5,"Rain, Rain Showers, Sky Coverage Decreasing",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/11/2021,61.4,79.0,68.3,52.9,58.62,,12.6,22.9,295.29,,0.0,0.0,,18.9,3.0,1016.7,"Precipitation In Vicinity, Rain, Thunderstorm Without Precipitation, Light Rain, Sky Coverage Increasing",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/12/2021,63.1,79.4,69.3,57.0,65.98,,11.7,49.2,286.38,,0.16,16.67,,16.6,5.2,1015.4,"Rain, Rain Showers, Sky Coverage Increasing",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Rain,
Bratislava,06/13/2021,54.2,67.8,61.9,46.5,59.72,,14.7,37.8,304.5,,0.08,8.33,,17.8,3.9,1020.2,"Rain, Rain Showers, Sky Unchanged",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Rain,
Bratislava,06/14/2021,50.9,71.4,61.3,43.0,52.88,,10.9,29.1,290.92,,0.0,0.0,,24.1,8.8,1022.0,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/15/2021,55.2,78.2,68.2,46.7,47.2,,7.0,,263.63,,0.0,0.0,,20.5,17.6,1018.4,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/16/2021,62.7,84.5,73.8,48.5,41.86,82.4,6.4,,148.88,,0.0,0.0,,24.2,6.9,1016.7,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/17/2021,64.3,86.1,75.4,53.0,47.29,84.3,7.2,,88.67,,0.0,0.0,,22.4,3.9,1017.2,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/18/2021,66.1,87.5,77.2,54.3,47.23,85.3,7.3,,82.13,,0.0,0.0,,18.5,1.1,1016.7,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/19/2021,68.1,90.6,79.2,56.1,47.2,88.3,4.7,,78.42,,0.0,0.0,,19.6,1.5,1014.4,Lightning Without Thunder,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/20/2021,68.4,91.7,79.8,61.1,54.36,92.1,6.9,,88.88,,0.0,0.0,,16.9,3.6,1011.1,Lightning Without Thunder,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/21/2021,68.7,90.4,79.5,64.3,61.44,93.3,9.0,33.6,94.71,,0.0,4.17,,13.5,25.2,1006.7,"Lightning Without Thunder, Thunderstorm, Rain, Thunderstorm Without Precipitation, Sky Coverage Decreasing, Sky Coverage Increasing",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Partially cloudy,
Bratislava,06/22/2021,70.2,87.8,77.8,63.4,62.11,89.6,7.5,33.6,121.63,,0.01,4.17,,15.2,17.2,1008.5,Sky Coverage Increasing,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Rain,
Bratislava,06/23/2021,68.6,84.9,76.1,66.1,71.87,88.3,11.9,22.4,237.29,,0.0,0.0,,12.6,7.0,1013.9,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/24/2021,70.9,91.6,79.7,66.7,66.4,94.9,13.2,20.1,139.79,,0.03,4.17,,9.9,9.0,1013.0,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Thunderstorm Without Precipitation, Sky Coverage Increasing",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Rain,
Bratislava,06/25/2021,64.6,79.2,71.1,58.5,65.95,,15.5,29.1,294.88,,0.0,0.0,,18.1,6.9,1014.4,"Lightning Without Thunder, Rain, Light Rain, Sky Coverage Increasing",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/26/2021,61.6,81.7,70.6,57.0,64.94,80.9,11.4,17.9,306.71,,0.01,4.17,,16.4,4.0,1016.4,"Rain, Rain Showers, Light Rain, Sky Coverage Decreasing",48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Rain,
Bratislava,06/27/2021,62.3,85.0,73.9,55.1,54.14,83.1,6.5,,205.58,,0.0,0.0,,17.2,3.6,1015.8,Fog,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/28/2021,66.8,91.6,79.3,57.6,48.83,91.0,6.7,,85.0,,0.0,0.0,,22.6,14.6,1014.6,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/29/2021,68.1,91.1,80.1,61.5,55.2,91.2,8.2,39.1,143.78,,0.0,0.0,,6.2,25.0,1010.3,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,06/30/2021,62.5,80.4,70.9,54.7,58.91,80.1,27.4,39.1,295.0,,0.0,0.0,,6.2,25.0,1010.5,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,07/01/2021,60.6,75.0,67.3,50.8,56.73,,22.0,38.0,290.05,,0.0,0.0,,6.2,29.1,1013.0,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Partially cloudy,
Bratislava,07/02/2021,60.8,69.7,65.4,53.8,66.4,,20.5,33.3,290.56,,0.0,0.0,,6.2,36.8,1015.0,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Partially cloudy,
Bratislava,07/03/2021,62.5,78.7,69.6,54.4,60.39,,19.7,,293.0,,0.0,0.0,,6.2,28.6,1015.0,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Partially cloudy,
Bratislava,07/04/2021,62.1,80.4,72.2,51.3,50.02,79.8,9.0,,225.89,,0.0,0.0,,6.2,31.3,1011.6,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Partially cloudy,
Bratislava,07/05/2021,64.0,81.8,72.3,54.1,53.99,80.8,14.1,24.6,255.13,,0.0,4.17,,18.9,4.5,1010.9,Precipitation In Vicinity,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,07/06/2021,60.6,89.6,77.1,55.6,50.7,88.2,16.1,,137.45,,0.0,0.0,,6.2,,1012.7,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
Bratislava,07/07/2021,66.3,89.3,78.6,60.9,56.19,89.9,11.4,,184.2,,0.0,0.0,,6.2,25.0,1014.4,,48.1492,17.107,"Bratislava, Bratislavský kraj, Slovenská Republika","Bratislava, Bratislavský kraj, Slovenská Republika",,Clear,
