Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions,You have exceeded the maximum number of daily result records for your account. Please add a credit card to continue retrieving results.
Moscow,05/26/2021,49.9,73.8,64.5,45.6,52.96,,13.0,,171.17,,0.0,0.0,,6.2,5.8,1019.9,"Rain Showers, Light Rain",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,05/27/2021,58.3,68.0,62.5,57.6,84.76,,6.8,15.7,214.75,,0.35,4.17,,5.7,64.0,1017.3,"Mist, Light Drizzle, Rain Showers, Light Rain, Smoke Or Haze",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,"Rain, Partially cloudy",
Moscow,05/28/2021,58.6,71.1,64.5,57.0,78.68,,7.4,,223.25,,0.04,4.17,,5.0,45.2,1013.2,"Mist, Fog, Light Rain",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,"Rain, Partially cloudy",
Moscow,05/29/2021,51.4,65.6,58.1,53.7,85.56,,14.9,31.3,231.38,,0.79,4.17,,5.5,47.8,1009.8,"Mist, Thunderstorm, Fog, Rain Showers, Light Rain, Smoke Or Haze",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,"Rain, Partially cloudy",
Moscow,05/30/2021,45.1,56.5,50.5,37.0,61.9,,18.3,29.1,49.17,39.3,0.08,4.17,,6.2,37.5,1015.5,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,"Rain, Partially cloudy",
Moscow,05/31/2021,43.7,54.6,49.2,34.3,57.11,,12.1,22.4,48.83,37.4,0.0,0.0,,6.2,12.5,1018.9,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/01/2021,41.4,61.4,53.3,35.8,54.23,,11.1,24.6,112.96,39.8,0.0,0.0,,6.2,7.2,1019.8,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/02/2021,46.9,66.5,58.7,37.5,46.52,,16.7,26.8,42.25,43.8,0.0,0.0,,6.2,0.0,1022.6,Mist,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/03/2021,48.5,68.1,59.9,37.5,45.14,,18.6,27.7,30.54,44.9,0.0,0.0,,6.2,0.8,1023.9,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/04/2021,52.1,72.1,63.2,41.1,46.21,,19.8,33.6,49.92,,0.0,0.0,,6.2,0.4,1023.1,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/05/2021,55.5,72.2,64.8,43.3,47.37,,15.5,29.1,63.88,,0.0,0.0,,6.2,4.9,1018.0,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/06/2021,53.3,70.7,63.0,53.5,72.12,,12.9,22.4,80.29,,0.03,4.17,,6.2,24.1,1014.3,"Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Light Rain, Sky Coverage Increasing",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Rain,
Moscow,06/07/2021,57.0,70.5,64.0,55.9,75.81,,11.8,20.1,74.17,,0.03,8.33,,6.0,29.5,1012.4,"Mist, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Light Rain, Sky Coverage Increasing",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,"Rain, Partially cloudy",
Moscow,06/08/2021,57.2,71.6,63.0,57.0,81.96,,17.2,47.0,90.0,,0.08,8.33,,5.9,32.6,1011.5,"Mist, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Light Rain, Sky Coverage Increasing",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,"Rain, Partially cloudy",
Moscow,06/09/2021,58.7,66.7,62.3,57.5,84.89,,14.1,,40.29,,0.02,4.17,,6.1,79.1,1011.7,"Mist, Rain Showers, Sky Coverage Increasing",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,"Rain, Overcast",
Moscow,06/10/2021,55.4,60.6,57.4,54.4,89.7,,12.2,22.4,42.42,,0.31,4.17,,5.8,80.1,1012.3,"Light Drizzle, Rain Showers, Light Rain",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,"Rain, Overcast",
Moscow,06/11/2021,55.4,63.0,58.8,57.1,93.94,,12.3,,59.29,,0.67,12.5,,5.0,92.9,1012.4,"Mist, Rain Showers, Light Rain",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,"Rain, Overcast",
Moscow,06/12/2021,58.3,70.2,63.5,58.4,84.36,,6.8,,152.17,,0.0,0.0,,5.3,68.1,1009.1,"Mist, Rain Showers, Fog",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Partially cloudy,
Moscow,06/13/2021,56.7,74.1,67.0,56.3,70.75,,11.7,23.0,194.54,,0.0,0.0,,5.7,24.7,1006.7,"Mist, Fog",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/14/2021,57.7,79.5,70.0,56.8,65.11,,9.6,26.8,221.38,,0.0,0.0,,6.1,7.3,1013.1,Mist,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/15/2021,61.1,79.6,70.2,59.8,71.49,,10.6,26.8,282.78,,0.02,4.17,,5.8,31.6,1012.7,"Thunderstorm, Thunderstorm Without Precipitation, Rain Showers",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,"Rain, Partially cloudy",
Moscow,06/16/2021,61.5,73.5,67.9,51.9,59.5,,13.5,26.8,318.5,,0.0,0.0,,6.2,11.3,1013.3,Mist,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/17/2021,54.1,75.2,66.7,45.6,49.16,,11.5,24.6,161.71,,0.0,0.0,,6.2,0.0,1022.9,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/18/2021,55.9,78.5,69.5,49.6,51.34,,7.6,15.7,229.48,,0.0,0.0,,6.2,0.0,1026.6,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/19/2021,60.1,81.8,72.5,54.2,54.37,81.1,8.8,,219.13,,0.0,0.0,,6.2,0.0,1025.0,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/20/2021,61.8,84.9,75.3,58.5,57.66,84.6,7.7,20.1,202.08,,0.0,0.0,,6.2,0.0,1022.1,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/21/2021,65.6,85.7,77.4,58.6,54.76,84.6,8.5,17.9,188.75,,0.0,0.0,,6.2,0.0,1020.9,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/22/2021,65.7,90.3,79.9,60.2,53.67,89.5,6.3,,148.63,,0.0,0.0,,6.2,0.0,1020.9,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/23/2021,68.0,92.2,82.5,61.9,52.22,91.8,9.4,,190.26,,0.0,0.0,,6.2,0.0,1021.2,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/24/2021,70.4,91.5,82.9,63.8,54.91,92.4,8.3,,222.88,,0.0,0.0,,6.1,0.8,1019.8,Mist,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/25/2021,71.6,87.9,80.1,64.0,59.02,89.9,14.4,24.6,205.92,,0.0,0.0,,6.1,16.9,1016.7,"Mist, Thunderstorm, Thunderstorm Without Precipitation",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/26/2021,68.4,89.7,80.1,61.8,55.89,89.8,8.6,,228.0,,0.0,0.0,,6.2,4.0,1013.5,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,06/27/2021,70.1,88.8,78.1,65.4,66.98,91.1,12.4,26.8,128.33,,0.04,4.17,,6.1,22.6,1011.2,"Squalls, Thunderstorm, Thunderstorm Without Precipitation, Sky Coverage Increasing",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Rain,
Moscow,06/28/2021,67.5,81.7,71.5,66.3,84.1,85.0,11.0,48.8,149.33,,0.0,0.0,,5.7,47.0,1005.5,"Mist, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers",55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Partially cloudy,
Moscow,06/29/2021,62.1,68.0,65.3,60.7,85.27,,15.2,29.1,227.38,,0.0,0.0,,6.1,82.7,1004.8,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Overcast,
Moscow,06/30/2021,57.7,67.8,62.5,56.5,81.24,,18.7,24.6,230.76,,0.0,0.0,,6.1,82.7,1005.9,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Overcast,
Moscow,07/01/2021,62.5,73.3,67.7,62.3,83.68,,10.6,20.1,278.86,,0.0,0.0,,6.0,86.4,1007.3,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Overcast,
Moscow,07/02/2021,63.0,71.0,66.7,60.1,80.2,,11.3,24.6,303.79,,0.0,0.0,,6.2,63.0,1009.5,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Partially cloudy,
Moscow,07/03/2021,60.7,70.3,65.5,56.6,73.86,,12.7,22.4,43.88,,0.0,0.0,,6.2,74.9,1011.5,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Partially cloudy,
Moscow,07/04/2021,61.1,73.0,65.8,56.6,72.55,,10.3,17.9,141.74,,0.0,0.0,,6.2,77.8,1013.1,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Overcast,
Moscow,07/05/2021,61.0,77.4,70.1,51.2,52.63,,13.6,,69.83,,0.0,0.0,,6.2,0.7,1015.2,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,07/06/2021,60.3,81.0,71.9,51.6,50.81,80.1,11.6,,75.52,,0.0,0.0,,6.2,25.0,1018.0,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
Moscow,07/07/2021,59.4,82.6,72.9,51.6,49.86,81.0,9.3,,98.1,,0.0,0.0,,6.2,,1022.5,,55.757,37.615,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия",,Clear,
